bear,year,Column4,juliandate,GMT.Date,hour,minutes,GMT.Time,Latitude,Longitude
33498,,,188,07.07.2015,,,5:00:00,30.88596,-88.07764
33498,,,188,07.07.2015,,,6:00:00,30.88572,-88.07769
33498,,,188,07.07.2015,,,7:00:00,30.88423,-88.07701
33498,,,188,07.07.2015,,,8:00:00,30.88424,-88.07775
33498,,,188,07.07.2015,,,9:00:00,30.88427,-88.07773
33498,,,188,07.07.2015,,,10:00:00,30.88434,-88.07779
33498,,,188,07.07.2015,,,11:00:00,30.88573,-88.07785
33498,,,188,07.07.2015,,,12:00:00,30.8844,-88.07772
33498,,,188,07.07.2015,,,13:00:00,30.88414,-88.07691
33498,,,188,07.07.2015,,,14:00:00,30.88448,-88.0776
33498,,,188,07.07.2015,,,15:00:00,30.88715,-88.07824
33498,,,188,07.07.2015,,,16:00:00,30.88656,-88.07862
33498,,,188,07.07.2015,,,17:00:00,30.88609,-88.07939
33498,,,188,07.07.2015,,,18:00:00,30.88596,-88.07955
33498,,,188,07.07.2015,,,19:00:00,30.88604,-88.07958
33498,,,189,08.07.2015,,,0:00:00,30.88607,-88.07935
33498,,,189,08.07.2015,,,1:00:00,30.88609,-88.07928
33498,,,189,08.07.2015,,,2:00:00,30.88611,-88.07956
33498,,,189,08.07.2015,,,3:00:00,30.88617,-88.07919
33498,,,189,08.07.2015,,,4:00:00,30.88604,-88.07925
33498,,,189,08.07.2015,,,5:00:00,30.88612,-88.07942
33498,,,189,08.07.2015,,,6:00:00,30.88599,-88.07953
33498,,,189,08.07.2015,,,7:00:00,30.88497,-88.07875
33498,,,189,08.07.2015,,,8:00:00,30.88516,-88.07875
33498,,,189,08.07.2015,,,9:00:00,30.88477,-88.07849
33498,,,189,08.07.2015,,,10:00:00,30.88501,-88.07891
33498,,,189,08.07.2015,,,11:00:00,30.88509,-88.07879
33498,,,189,08.07.2015,,,12:00:00,30.88492,-88.07885
33498,,,189,08.07.2015,,,13:00:00,30.8846,-88.07872
33498,,,189,08.07.2015,,,14:00:00,30.88424,-88.07864
33498,,,189,08.07.2015,,,15:00:00,30.88459,-88.07906
33498,,,189,08.07.2015,,,16:00:00,30.88443,-88.07892
33498,,,189,08.07.2015,,,17:00:00,30.88418,-88.07876
33498,,,190,09.07.2015,,,0:00:00,30.88441,-88.07891
33498,,,190,09.07.2015,,,1:00:00,30.88442,-88.0789
33498,,,190,09.07.2015,,,2:00:00,30.88444,-88.079
33498,,,190,09.07.2015,,,3:00:00,30.88442,-88.07893
33498,,,190,09.07.2015,,,4:00:00,30.88439,-88.07893
33498,,,190,09.07.2015,,,5:00:00,30.88441,-88.07893
33498,,,190,09.07.2015,,,6:00:00,30.88423,-88.07947
33498,,,190,09.07.2015,,,7:00:00,30.88536,-88.07894
33498,,,190,09.07.2015,,,8:00:00,30.88585,-88.07787
33498,,,190,09.07.2015,,,9:00:00,30.88438,-88.07796
33498,,,190,09.07.2015,,,10:00:00,30.88417,-88.07805
33498,,,190,09.07.2015,,,11:00:00,30.88456,-88.07787
33498,,,190,09.07.2015,,,12:00:00,30.88445,-88.07798
33498,,,190,09.07.2015,,,13:00:00,30.88441,-88.0781
33498,,,190,09.07.2015,,,14:00:00,30.88356,-88.07743
33498,,,190,09.07.2015,,,15:00:00,30.88275,-88.07623
33498,,,190,09.07.2015,,,16:00:00,30.88235,-88.07542
33498,,,190,09.07.2015,,,17:00:00,30.88365,-88.07392
33498,,,190,09.07.2015,,,18:00:00,30.88883,-88.07371
33498,,,190,09.07.2015,,,19:00:00,30.88888,-88.07377
33498,,,190,09.07.2015,,,20:00:00,30.88887,-88.07373
33498,,,190,09.07.2015,,,21:00:00,30.88894,-88.07389
33498,,,190,09.07.2015,,,22:00:00,30.88883,-88.07361
33498,,,191,10.07.2015,,,0:00:00,30.88891,-88.07375
33498,,,191,10.07.2015,,,1:00:00,30.88882,-88.07359
33498,,,191,10.07.2015,,,2:00:00,30.88886,-88.07395
33498,,,191,10.07.2015,,,3:00:00,30.88893,-88.07382
33498,,,191,10.07.2015,,,4:00:00,30.88891,-88.07382
33498,,,191,10.07.2015,,,5:00:00,30.88888,-88.07374
33498,,,191,10.07.2015,,,6:00:00,30.88895,-88.07286
33498,,,191,10.07.2015,,,7:00:00,30.88807,-88.06819
33498,,,191,10.07.2015,,,8:00:00,30.88876,-88.06704
33498,,,191,10.07.2015,,,9:00:00,30.88904,-88.0667
33498,,,191,10.07.2015,,,10:00:00,30.88876,-88.06671
33498,,,191,10.07.2015,,,11:00:00,30.88887,-88.06682
33498,,,191,10.07.2015,,,12:00:00,30.88826,-88.06708
33498,,,191,10.07.2015,,,13:00:00,30.88888,-88.06695
33498,,,191,10.07.2015,,,14:00:00,30.88884,-88.06669
33498,,,191,10.07.2015,,,15:00:00,30.88891,-88.06685
33498,,,191,10.07.2015,,,16:00:00,30.88889,-88.06685
33498,,,191,10.07.2015,,,17:00:00,30.88972,-88.06609
33498,,,191,10.07.2015,,,18:00:00,30.88972,-88.06408
33498,,,191,10.07.2015,,,19:00:00,30.89064,-88.0624
33498,,,191,10.07.2015,,,20:00:00,30.89171,-88.06165
33498,,,191,10.07.2015,,,21:00:00,30.89166,-88.06237
33498,,,191,10.07.2015,,,22:00:00,30.89163,-88.06236
33498,,,191,10.07.2015,,,23:00:00,30.89159,-88.06237
33498,,,192,11.07.2015,,,0:00:00,30.89152,-88.06221
33498,,,192,11.07.2015,,,1:00:00,30.89149,-88.06229
33498,,,192,11.07.2015,,,2:00:00,30.89151,-88.06243
33498,,,192,11.07.2015,,,3:00:00,30.89157,-88.06227
33498,,,192,11.07.2015,,,4:00:00,30.89165,-88.06233
33498,,,192,11.07.2015,,,5:00:00,30.89176,-88.06239
33498,,,192,11.07.2015,,,6:00:00,30.89112,-88.06109
33498,,,192,11.07.2015,,,7:00:00,30.89073,-88.06282
33498,,,192,11.07.2015,,,8:00:00,30.89075,-88.06282
33498,,,192,11.07.2015,,,9:00:00,30.89092,-88.06297
33498,,,192,11.07.2015,,,10:00:00,30.89095,-88.06269
33498,,,192,11.07.2015,,,11:00:00,30.89089,-88.06275
33498,,,192,11.07.2015,,,12:00:00,30.89082,-88.06267
33498,,,192,11.07.2015,,,13:00:00,30.89093,-88.06275
33498,,,192,11.07.2015,,,14:00:00,30.89099,-88.06273
33498,,,192,11.07.2015,,,15:00:00,30.89099,-88.06262
33498,,,192,11.07.2015,,,16:00:00,30.89109,-88.06227
33498,,,192,11.07.2015,,,17:00:00,30.89105,-88.06063
33498,,,192,11.07.2015,,,18:00:00,30.89021,-88.05853
33498,,,192,11.07.2015,,,19:00:00,30.88786,-88.05606
33498,,,192,11.07.2015,,,20:00:00,30.88655,-88.0576
33498,,,192,11.07.2015,,,21:00:00,30.88644,-88.05757
33498,,,192,11.07.2015,,,22:00:00,30.88657,-88.05763
33498,,,192,11.07.2015,,,23:00:00,30.88662,-88.05781
33498,,,193,12.07.2015,,,0:00:00,30.88641,-88.05759
33498,,,193,12.07.2015,,,1:00:00,30.88653,-88.05757
33498,,,193,12.07.2015,,,2:00:00,30.88653,-88.05757
33498,,,193,12.07.2015,,,3:00:00,30.88656,-88.05785
33498,,,193,12.07.2015,,,4:00:00,30.88656,-88.0577
33498,,,193,12.07.2015,,,5:00:00,30.88815,-88.06188
33498,,,193,12.07.2015,,,6:00:00,30.88837,-88.06194
33498,,,193,12.07.2015,,,7:00:00,30.88884,-88.06252
33498,,,193,12.07.2015,,,8:00:00,30.88887,-88.06268
33498,,,193,12.07.2015,,,9:00:00,30.88886,-88.06266
33498,,,193,12.07.2015,,,10:00:00,30.88879,-88.06272
33498,,,193,12.07.2015,,,11:01:00,30.88934,-88.06296
33498,,,193,12.07.2015,,,12:00:00,30.88942,-88.06363
33498,,,193,12.07.2015,,,13:02:00,30.88915,-88.06343
33498,,,193,12.07.2015,,,14:00:00,30.88936,-88.0634
33498,,,193,12.07.2015,,,15:01:00,30.88972,-88.06398
33498,,,193,12.07.2015,,,16:00:00,30.89102,-88.06424
33498,,,193,12.07.2015,,,17:00:00,30.89116,-88.06359
33498,,,193,12.07.2015,,,18:00:00,30.89086,-88.06237
33498,,,193,12.07.2015,,,19:01:00,30.89089,-88.06232
33498,,,194,13.07.2015,,,0:01:00,30.89085,-88.0623
33498,,,194,13.07.2015,,,1:02:00,30.89095,-88.06254
33498,,,194,13.07.2015,,,2:00:00,30.89069,-88.06269
33498,,,194,13.07.2015,,,3:01:00,30.89077,-88.06233
33498,,,194,13.07.2015,,,4:00:00,30.89085,-88.06235
33498,,,194,13.07.2015,,,5:00:00,30.89086,-88.06237
33498,,,194,13.07.2015,,,6:00:00,30.88997,-88.06365
33498,,,194,13.07.2015,,,7:01:00,30.89001,-88.06395
33498,,,194,13.07.2015,,,8:00:00,30.88861,-88.0637
33498,,,194,13.07.2015,,,9:02:00,30.88682,-88.06326
33498,,,194,13.07.2015,,,10:02:00,30.88529,-88.06616
33498,,,194,13.07.2015,,,11:00:00,30.88529,-88.06618
33498,,,194,13.07.2015,,,12:00:00,30.88526,-88.06621
33498,,,194,13.07.2015,,,13:00:00,30.88524,-88.06618
33498,,,194,13.07.2015,,,14:00:00,30.88529,-88.06621
33498,,,194,13.07.2015,,,15:00:00,30.88529,-88.06616
33498,,,194,13.07.2015,,,16:00:00,30.88435,-88.06749
33498,,,194,13.07.2015,,,17:00:00,30.88149,-88.07072
33498,,,194,13.07.2015,,,18:00:00,30.87891,-88.07238
33498,,,194,13.07.2015,,,19:00:00,30.87963,-88.07612
33498,,,194,13.07.2015,,,20:00:00,30.87568,-88.07875
33498,,,194,13.07.2015,,,21:00:00,30.877,-88.08544
33498,,,194,13.07.2015,,,22:00:00,30.87897,-88.08641
33498,,,194,13.07.2015,,,23:00:00,30.8789,-88.08631
33498,,,195,14.07.2015,,,0:00:00,30.87901,-88.08623
33498,,,195,14.07.2015,,,1:00:00,30.87917,-88.0864
33498,,,195,14.07.2015,,,2:00:00,30.87902,-88.08632
33498,,,195,14.07.2015,,,3:00:00,30.8792,-88.08623
33498,,,195,14.07.2015,,,4:00:00,30.87903,-88.08636
33498,,,195,14.07.2015,,,5:00:00,30.87911,-88.08612
33498,,,195,14.07.2015,,,6:00:00,30.88447,-88.08181
33498,,,195,14.07.2015,,,7:00:00,30.88368,-88.08174
33498,,,195,14.07.2015,,,8:00:00,30.88371,-88.08181
33498,,,195,14.07.2015,,,9:00:00,30.88371,-88.08174
33498,,,195,14.07.2015,,,10:00:00,30.88383,-88.08213
33498,,,195,14.07.2015,,,11:00:00,30.88459,-88.08075
33498,,,195,14.07.2015,,,12:00:00,30.88624,-88.07876
33498,,,195,14.07.2015,,,13:00:00,30.88597,-88.07762
33498,,,195,14.07.2015,,,14:00:00,30.88554,-88.07746
33498,,,195,14.07.2015,,,15:00:00,30.88578,-88.07765
33498,,,195,14.07.2015,,,16:00:00,30.88578,-88.07778
33498,,,195,14.07.2015,,,17:00:00,30.88578,-88.07772
33498,,,195,14.07.2015,,,18:00:00,30.88564,-88.07762
33498,,,196,15.07.2015,,,0:00:00,30.88584,-88.07755
33498,,,196,15.07.2015,,,1:00:00,30.88586,-88.07762
33498,,,196,15.07.2015,,,2:00:00,30.88575,-88.07775
33498,,,196,15.07.2015,,,3:00:00,30.88578,-88.07775
33498,,,196,15.07.2015,,,4:00:00,30.88582,-88.07751
33498,,,196,15.07.2015,,,5:00:00,30.88469,-88.07623
33498,,,196,15.07.2015,,,6:00:00,30.88287,-88.07578
33498,,,196,15.07.2015,,,7:00:00,30.88267,-88.07621
33498,,,196,15.07.2015,,,8:00:00,30.88341,-88.07544
33498,,,196,15.07.2015,,,9:00:00,30.8841,-88.07747
33498,,,196,15.07.2015,,,10:00:00,30.88417,-88.07746
33498,,,196,15.07.2015,,,11:00:00,30.88412,-88.07743
33498,,,196,15.07.2015,,,12:00:00,30.88413,-88.07743
33498,,,196,15.07.2015,,,13:00:00,30.88415,-88.0776
33498,,,196,15.07.2015,,,14:00:00,30.88587,-88.07769
33498,,,196,15.07.2015,,,15:00:00,30.88838,-88.07918
33498,,,196,15.07.2015,,,16:00:00,30.89024,-88.07359
33498,,,196,15.07.2015,,,17:00:00,30.88607,-88.07708
33498,,,196,15.07.2015,,,18:00:00,30.88184,-88.07689
33498,,,196,15.07.2015,,,19:00:00,30.87983,-88.07498
33498,,,196,15.07.2015,,,20:00:00,30.87775,-88.07651
33498,,,196,15.07.2015,,,21:00:00,30.88094,-88.08088
33498,,,196,15.07.2015,,,22:00:00,30.88181,-88.08184
33498,,,197,16.07.2015,,,0:00:00,30.88151,-88.08184
33498,,,197,16.07.2015,,,1:00:00,30.88164,-88.08174
33498,,,197,16.07.2015,,,2:00:00,30.88152,-88.0818
33498,,,197,16.07.2015,,,3:00:00,30.88156,-88.0818
33498,,,197,16.07.2015,,,4:00:00,30.88154,-88.08177
33498,,,197,16.07.2015,,,5:00:00,30.88297,-88.08075
33498,,,197,16.07.2015,,,6:00:00,30.88482,-88.07608
33498,,,197,16.07.2015,,,7:00:00,30.88506,-88.07426
33498,,,197,16.07.2015,,,8:00:00,30.88323,-88.0689
33498,,,197,16.07.2015,,,9:00:00,30.8893,-88.06422
33498,,,197,16.07.2015,,,10:00:00,30.8892,-88.06344
33498,,,197,16.07.2015,,,11:00:00,30.8887,-88.06291
33498,,,197,16.07.2015,,,12:00:00,30.88864,-88.06299
33498,,,197,16.07.2015,,,13:00:00,30.88871,-88.06295
33498,,,197,16.07.2015,,,14:00:00,30.88862,-88.06284
33498,,,197,16.07.2015,,,15:00:00,30.88958,-88.0625
33498,,,197,16.07.2015,,,16:00:00,30.8902,-88.06189
33498,,,197,16.07.2015,,,17:00:00,30.88992,-88.05778
33498,,,197,16.07.2015,,,18:00:00,30.89147,-88.05632
33498,,,197,16.07.2015,,,19:00:00,30.89154,-88.05636
33498,,,198,16.07.2015,,,20:00:00,30.89152,-88.05629
33498,,,198,17.07.2015,,,0:00:00,30.8915,-88.05629
33498,,,198,17.07.2015,,,1:00:00,30.89146,-88.05635
33498,,,198,17.07.2015,,,2:00:00,30.89148,-88.05635
33498,,,198,17.07.2015,,,3:00:00,30.89151,-88.05633
33498,,,198,17.07.2015,,,4:00:00,30.89184,-88.05673
33498,,,198,17.07.2015,,,5:00:00,30.89109,-88.0604
33498,,,198,17.07.2015,,,6:00:00,30.88972,-88.06209
33498,,,198,17.07.2015,,,7:00:00,30.8884,-88.06183
33498,,,198,17.07.2015,,,8:00:00,30.88764,-88.06381
33498,,,198,17.07.2015,,,9:00:00,30.88768,-88.06382
33498,,,198,17.07.2015,,,10:00:00,30.88784,-88.06364
33498,,,198,17.07.2015,,,11:00:00,30.88764,-88.06381
33498,,,198,17.07.2015,,,12:00:00,30.88876,-88.06343
33498,,,198,17.07.2015,,,13:00:00,30.88857,-88.06358
33498,,,198,17.07.2015,,,14:00:00,30.8885,-88.06327
33498,,,198,17.07.2015,,,15:00:00,30.889,-88.06358
33498,,,198,17.07.2015,,,16:00:00,30.88847,-88.06411
33498,,,198,17.07.2015,,,17:00:00,30.88881,-88.06408
33498,,,198,17.07.2015,,,18:00:00,30.89147,-88.05413
33498,,,198,17.07.2015,,,19:00:00,30.89081,-88.05445
33498,,,198,17.07.2015,,,20:00:00,30.8897,-88.06389
33498,,,198,17.07.2015,,,21:00:00,30.89146,-88.05625
33498,,,198,17.07.2015,,,22:00:00,30.8915,-88.05631
33498,,,198,17.07.2015,,,23:00:00,30.88977,-88.06396
33498,,,198,18.07.2015,,,0:00:00,30.88975,-88.06397
33498,,,199,18.07.2015,,,1:00:00,30.88968,-88.064
33498,,,199,18.07.2015,,,2:00:00,30.88961,-88.064
33498,,,199,18.07.2015,,,3:00:00,30.88976,-88.06399
33498,,,199,18.07.2015,,,4:00:00,30.88968,-88.06394
33498,,,199,18.07.2015,,,5:00:00,30.8897,-88.06392
33498,,,199,18.07.2015,,,6:00:00,30.8897,-88.06404
33498,,,199,18.07.2015,,,7:00:00,30.88919,-88.06361
33498,,,199,18.07.2015,,,8:00:00,30.88998,-88.06387
33498,,,199,18.07.2015,,,9:00:00,30.88978,-88.0668
33498,,,199,18.07.2015,,,10:00:00,30.88709,-88.06538
33498,,,199,18.07.2015,,,11:00:00,30.88712,-88.06517
33498,,,199,18.07.2015,,,12:00:00,30.8871,-88.0653
33498,,,199,18.07.2015,,,13:00:00,30.88711,-88.06534
33498,,,199,18.07.2015,,,14:00:00,30.88714,-88.06534
33498,,,199,18.07.2015,,,15:00:00,30.88773,-88.06455
33498,,,199,18.07.2015,,,16:00:00,30.88768,-88.06454
33498,,,199,18.07.2015,,,17:00:00,30.89013,-88.06518
33498,,,199,18.07.2015,,,18:00:00,30.8895,-88.06336
33498,,,199,18.07.2015,,,19:00:00,30.88964,-88.06267
33498,,,199,18.07.2015,,,20:00:00,30.89167,-88.06163
33498,,,199,18.07.2015,,,21:00:00,30.89168,-88.06168
33498,,,199,18.07.2015,,,22:00:00,30.89166,-88.06163
33498,,,199,18.07.2015,,,23:00:00,30.89164,-88.06165
33498,,,200,19.07.2015,,,0:00:00,30.89162,-88.06166
33498,,,200,19.07.2015,,,1:00:00,30.89165,-88.06166
33498,,,200,19.07.2015,,,2:00:00,30.89167,-88.06165
33498,,,200,19.07.2015,,,3:00:00,30.89164,-88.06166
33498,,,200,19.07.2015,,,4:01:00,30.89167,-88.06162
33498,,,200,19.07.2015,,,5:00:00,30.89177,-88.06236
33498,,,200,19.07.2015,,,6:02:00,30.88961,-88.06235
33498,,,200,19.07.2015,,,7:00:00,30.88979,-88.06307
33498,,,200,19.07.2015,,,8:01:00,30.89113,-88.06358
33498,,,200,19.07.2015,,,9:00:00,30.89105,-88.06375
33498,,,200,19.07.2015,,,10:00:00,30.89009,-88.0642
33498,,,200,19.07.2015,,,11:00:00,30.88999,-88.06422
33498,,,200,19.07.2015,,,12:01:00,30.89006,-88.06423
33498,,,200,19.07.2015,,,13:01:00,30.88953,-88.06285
33498,,,200,19.07.2015,,,14:02:00,30.88926,-88.06321
33498,,,200,19.07.2015,,,15:00:00,30.88986,-88.06693
33498,,,200,19.07.2015,,,16:01:00,30.88483,-88.07691
33498,,,200,19.07.2015,,,17:00:00,30.8842,-88.07843
33498,,,200,19.07.2015,,,18:00:00,30.88419,-88.07825
33498,,,201,20.07.2015,,,0:00:00,30.88438,-88.07839
33498,,,201,20.07.2015,,,1:01:00,30.88422,-88.07823
33498,,,201,20.07.2015,,,2:00:00,30.88475,-88.07849
33498,,,201,20.07.2015,,,3:02:00,30.88429,-88.07833
33498,,,201,20.07.2015,,,4:02:00,30.88409,-88.0779
33498,,,201,20.07.2015,,,5:00:00,30.88196,-88.07605
33498,,,201,20.07.2015,,,6:00:00,30.88228,-88.07437
33498,,,201,20.07.2015,,,7:00:00,30.88491,-88.07711
33498,,,201,20.07.2015,,,8:00:00,30.88658,-88.07347
33498,,,201,20.07.2015,,,9:00:00,30.88431,-88.07856
33498,,,201,20.07.2015,,,10:00:00,30.88445,-88.07865
33498,,,201,20.07.2015,,,11:00:00,30.88304,-88.07875
33498,,,201,20.07.2015,,,12:00:00,30.88133,-88.07711
33498,,,201,20.07.2015,,,13:00:00,30.88458,-88.07254
33498,,,201,20.07.2015,,,14:00:00,30.88933,-88.06798
33498,,,201,20.07.2015,,,15:00:00,30.89007,-88.06552
33498,,,201,20.07.2015,,,16:00:00,30.88901,-88.06684
33498,,,201,20.07.2015,,,17:00:00,30.8889,-88.06678
33498,,,202,21.07.2015,,,0:00:00,30.889,-88.06674
33498,,,202,21.07.2015,,,1:00:00,30.88901,-88.06678
33498,,,202,21.07.2015,,,2:00:00,30.88898,-88.06665
33498,,,202,21.07.2015,,,3:00:00,30.88899,-88.06676
33498,,,202,21.07.2015,,,4:00:00,30.889,-88.06678
33498,,,202,21.07.2015,,,5:00:00,30.88929,-88.06446
33498,,,202,21.07.2015,,,6:00:00,30.88903,-88.06328
33498,,,202,21.07.2015,,,7:00:00,30.88948,-88.06368
33498,,,202,21.07.2015,,,8:00:00,30.88952,-88.06381
33498,,,202,21.07.2015,,,9:00:00,30.8896,-88.06381
33498,,,202,21.07.2015,,,10:00:00,30.88981,-88.06356
33498,,,202,21.07.2015,,,11:00:00,30.88986,-88.06344
33498,,,202,21.07.2015,,,12:00:00,30.88994,-88.06348
33498,,,202,21.07.2015,,,13:00:00,30.88953,-88.0634
33498,,,202,21.07.2015,,,14:00:00,30.88961,-88.06307
33498,,,202,21.07.2015,,,15:00:00,30.88906,-88.06246
33498,,,202,21.07.2015,,,16:00:00,30.88822,-88.0619
33498,,,202,21.07.2015,,,17:00:00,30.88798,-88.06207
33498,,,202,21.07.2015,,,18:00:00,30.89037,-88.06434
33498,,,202,21.07.2015,,,19:00:00,30.89069,-88.06393
33498,,,202,21.07.2015,,,20:00:00,30.89066,-88.06419
33498,,,202,21.07.2015,,,21:00:00,30.89059,-88.06399
33498,,,202,21.07.2015,,,22:00:00,30.89058,-88.06402
33498,,,203,22.07.2015,,,0:00:00,30.89056,-88.06395
33498,,,203,22.07.2015,,,1:00:00,30.89048,-88.06414
33498,,,203,22.07.2015,,,2:00:00,30.89057,-88.06407
33498,,,203,22.07.2015,,,3:00:00,30.8905,-88.06397
33498,,,203,22.07.2015,,,4:00:00,30.89057,-88.06404
33498,,,203,22.07.2015,,,5:00:00,30.88978,-88.06375
33498,,,203,22.07.2015,,,6:00:00,30.88898,-88.06321
33498,,,203,22.07.2015,,,7:00:00,30.88843,-88.06386
33498,,,203,22.07.2015,,,8:00:00,30.89117,-88.06376
33498,,,203,22.07.2015,,,9:00:00,30.88961,-88.06298
33498,,,203,22.07.2015,,,10:00:00,30.88953,-88.06259
33498,,,203,22.07.2015,,,11:00:00,30.88978,-88.062
33498,,,203,22.07.2015,,,12:00:00,30.89106,-88.06098
33498,,,203,22.07.2015,,,13:00:00,30.89228,-88.06172
33498,,,203,22.07.2015,,,14:00:00,30.89509,-88.05519
33498,,,203,22.07.2015,,,15:00:00,30.90007,-88.06145
33498,,,203,22.07.2015,,,16:00:00,30.89745,-88.06264
33498,,,203,22.07.2015,,,17:00:00,30.89744,-88.06262
33498,,,203,22.07.2015,,,18:00:00,30.89743,-88.06264
33498,,,203,22.07.2015,,,19:00:00,30.89744,-88.06262
33498,,,204,23.07.2015,,,0:00:00,30.89743,-88.06267
33498,,,204,23.07.2015,,,1:00:00,30.89733,-88.06258
33498,,,204,23.07.2015,,,2:00:00,30.89741,-88.06266
33498,,,204,23.07.2015,,,3:00:00,30.89761,-88.06394
33498,,,204,23.07.2015,,,4:00:00,30.89838,-88.06681
33498,,,204,23.07.2015,,,5:00:00,30.89276,-88.0746
33498,,,204,23.07.2015,,,6:00:00,30.88838,-88.07584
33498,,,204,23.07.2015,,,7:00:00,30.88447,-88.07804
33498,,,204,23.07.2015,,,8:00:00,30.87841,-88.07713
33498,,,204,23.07.2015,,,9:00:00,30.87565,-88.07403
33498,,,204,23.07.2015,,,10:00:00,30.87569,-88.07427
33498,,,204,23.07.2015,,,11:00:00,30.87233,-88.07743
33498,,,204,23.07.2015,,,12:00:00,30.87227,-88.07733
33498,,,204,23.07.2015,,,13:00:00,30.87213,-88.07736
33498,,,204,23.07.2015,,,14:00:00,30.87662,-88.07137
33498,,,204,23.07.2015,,,15:00:00,30.87926,-88.06936
33498,,,204,23.07.2015,,,16:00:00,30.8852,-88.06602
33498,,,204,23.07.2015,,,17:00:00,30.88504,-88.06605
33498,,,204,23.07.2015,,,18:00:00,30.88525,-88.06596
33498,,,204,23.07.2015,,,19:00:00,30.88523,-88.06606
33498,,,204,23.07.2015,,,20:00:00,30.88523,-88.06604
33498,,,205,24.07.2015,,,0:00:00,30.88521,-88.0661
33498,,,205,24.07.2015,,,1:00:00,30.88508,-88.066
33498,,,205,24.07.2015,,,2:00:00,30.8852,-88.06607
33498,,,205,24.07.2015,,,3:00:00,30.88517,-88.06605
33498,,,205,24.07.2015,,,4:00:00,30.88518,-88.0661
33498,,,205,24.07.2015,,,5:00:00,30.88542,-88.0655
33498,,,205,24.07.2015,,,6:00:00,30.88711,-88.06443
33498,,,205,24.07.2015,,,7:00:00,30.88832,-88.06368
33498,,,205,24.07.2015,,,8:00:00,30.88945,-88.06381
33498,,,205,24.07.2015,,,9:00:00,30.88924,-88.06335
33498,,,205,24.07.2015,,,10:00:00,30.88912,-88.06301
33498,,,205,24.07.2015,,,11:00:00,30.88919,-88.06318
33498,,,205,24.07.2015,,,12:00:00,30.88924,-88.06314
33498,,,205,24.07.2015,,,13:00:00,30.88903,-88.06311
33498,,,205,24.07.2015,,,14:00:00,30.88867,-88.06312
33498,,,205,24.07.2015,,,15:00:00,30.88848,-88.06287
33498,,,205,24.07.2015,,,16:00:00,30.88879,-88.06225
33498,,,205,24.07.2015,,,17:00:00,30.88916,-88.06288
33498,,,205,24.07.2015,,,18:00:00,30.89123,-88.06278
33498,,,205,24.07.2015,,,19:00:00,30.89082,-88.06402
33498,,,205,24.07.2015,,,20:00:00,30.89066,-88.06414
33498,,,205,24.07.2015,,,21:00:00,30.89057,-88.06397
33498,,,205,24.07.2015,,,22:00:00,30.89062,-88.06408
33498,,,205,24.07.2015,,,23:00:00,30.89064,-88.06407
33498,,,206,25.07.2015,,,0:00:00,30.89066,-88.06408
33498,,,206,25.07.2015,,,1:00:00,30.89061,-88.06414
